mcscore,scscore,processor,frequency,maximumfrequency,cores,threads,tdp,gpu,codename,package
1314,602,Intel Core i5-5300U,2300 MHz,2900 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell,FCBGA1168
1866,602,AMD Athlon X4 880K,4191 MHz,4200 MHz,2,4,95 W,,Godavari,Socket FM2+ (906)
1370,601,Intel Core i3-2125,3300 MHz,,2,4,65 W,Intel HD Graphics 3000,Sandy Bridge,FCLGA1155
1404,600,Intel Core i3-6157U,2400 MHz,,2,4,28 W,Intel Iris Graphics 550,Skylake,FCBGA1356
5847,599,Intel Xeon E5-4657L v2,2400 MHz,2900 MHz,12,24,115 W,,Ivy Bridge EP,FCLGA2011
1948,597,Intel Core i5-2300,2800 MHz,,4,4,95 W,Intel HD Graphics 2000,Sandy Bridge,LGA1155
2413,597,Intel Core i7-975,3330 MHz,3600 MHz,4,8,130 W,,Bloomfield,FCLGA1366
2048,597,Intel Xeon E5-1607,3000 MHz,,4,4,130 W,,Sandy Bridge-EP,Socket 2011 LGA
1811,596,Intel Core i5-2405S,2500 MHz,3300 MHz,4,4,65 W,Intel HD Graphics 3000,Sandy Bridge,"FCLGA1155, LGA1155"
8468,596,Intel Xeon E5-4667 v3,2000 MHz,2900 MHz,16,32,135 W,,Haswell,FCLGA2011-3
1786,594,Intel Core i5-2400S,2500 MHz,,4,4,65 W,Intel HD Graphics 2000,Sandy Bridge,LGA1155
1326,594,Intel Core i3-3220,3300 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge,FCLGA1155
2869,592,AMD FX-9370,4400 MHz,4700 MHz,8,8,220 W,,Vishera,Socket AM3+ (942)
6319,592,Intel Xeon E5-2695 v2,2400 MHz,3200 MHz,12,24,115 W,,Ivy Bridge EP,FCLGA2011
3160,591,Intel Xeon W3670,3200 MHz,3460 MHz,6,12,130 W,,Westmere-EP,Socket 1366 LGA
1265,590,Intel Core i7-2640M,2800 MHz,3500 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,"FCBGA1023, PPGA988"
1280,590,Intel Core i5-5250U,1600 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 6000,Broadwell,FCBGA1168
4383,589,Intel Xeon E5-2665,2400 MHz,3100 MHz,8,16,115 W,,Sandy Bridge-EP,Socket 2011 LGA
3673,587,Intel Xeon E5-2630 v2,2600 MHz,3100 MHz,6,12,80 W,,Ivy Bridge EP,FCLGA2011
1306,586,Intel Core i5-3320M,2600 MHz,3300 MHz,2,4,35 W,,Ivy Bridge,"FCBGA1023, FCPGA988"
1319,586,Intel Core i5-6300U,2400 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 520,Skylake,FCBGA1356
4618,586,Intel Xeon D-1541,2100 MHz,2700 MHz,8,16,45 W,,Broadwell,FCBGA1667
4659,585,Intel Xeon E5-2450 v2,2500 MHz,3300 MHz,8,16,95 W,,Ivy Bridge EN,FCLGA1356
1104,583,Intel Pentium G3250T,2800 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCLGA1150
1298,582,Intel Core i5-3340M,2700 MHz,3400 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge,"FCBGA1023, FCPGA988"
1234,582,Intel Core i5-4300U,1900 MHz,2900 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
1084,582,Intel Pentium G3450,3400 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,Socket 1150 LGA
1317,580,Intel Core i3-2130,3400 MHz,,2,4,65 W,,Sandy Bridge,FCLGA1155
1252,580,Intel Core i5-4310U,2000 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
2337,580,Intel Xeon E3-1265L v2,2500 MHz,3500 MHz,4,8,45 W,Intel HD Graphics 2500,Ivy Bridge,Socket 1155 LGA
2331,579,Intel Core i7-965,3200 MHz,3460 MHz,4,8,130 W,,Bloomfield,FCLGA1366
1258,578,Intel Core i7-2620M,2700 MHz,3400 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,"FCBGA1023, PPGA988"
1731,577,Intel Core i5-2500S,2700 MHz,3700 MHz,4,4,65 W,Intel HD Graphics 2000,Sandy Bridge,LGA1155
1282,577,Intel Core i3-3210,3200 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge,FCLGA1155
1217,574,Intel Core i5-4260U,1400 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 5000,Haswell,FCBGA1168
3226,573,Intel Xeon X5675,3070 MHz,3460 MHz,6,12,95 W,,Westmere-EP,Socket 1366 LGA
1234,573,Intel Core i5-5200U,2200 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell,FCBGA1168
1307,572,Intel Core i3-7100U,2400 MHz,15 MHz,2,4,7 W,Intel HD Graphics 620,Kaby Lake-U/Y,Socket 1356 FCBGA
1234,571,Intel Core i7-3667U,2000 MHz,3200 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
2012,569,Intel Xeon E5-1603,2800 MHz,,4,4,130 W,,Sandy Bridge-EP,Socket 2011 LGA
2368,569,Intel Xeon X5667,3070 MHz,3460 MHz,4,8,95 W,,Westmere-EP,Socket 1366 LGA
1027,568,Intel Pentium G2120,3100 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
1253,568,Intel Core i5-3230M,2600 MHz,3200 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge,FCPGA988
1235,568,Intel Core i3-4100M,2500 MHz,,2,4,37 W,Intel HD Graphics 4600,Haswell,FCPGA946
1248,567,Intel Core i5-670,3470 MHz,3730 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1588,567,AMD FX-4330,4017 MHz,,2,4,95 W,,Vishera,Socket AM3+ (942)
2775,566,AMD FX-8350,4000 MHz,4200 MHz,8,8,125 W,,Vishera,Socket AM3+
2754,565,AMD FX-8370,4000 MHz,4300 MHz,8,8,125 W,,Vishera,Socket AM3+ (942)
1258,563,Intel Core i3-2120,3300 MHz,,2,4,65 W,Intel HD Graphics 2000,Sandy Bridge,FCLGA1155
1289,563,Intel Core i3-6100U,2300 MHz,,2,4,15 W,Intel HD Graphics 520,Skylake,FCBGA1356
1024,561,Intel Celeron G1840,2800 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,Socket 1150 LGA
3234,560,Intel Xeon E5-2430 v2,2500 MHz,3000 MHz,6,12,80 W,,Ivy Bridge EN,FCLGA1356
3105,559,Intel Core i7-970,3200 MHz,3460 MHz,6,12,130 W,,Gulftown,FCLGA1366
3325,558,Intel Xeon E5-2640,2500 MHz,3000 MHz,6,12,95 W,,Sandy Bridge-EP,Socket 2011 LGA
1333,558,Intel Core i5-6200U,2300 MHz,2800 MHz,2,4,15 W,Intel HD Graphics 520,Skylake,FCBGA1356
1216,557,Intel Core i5-2540M,2600 MHz,3300 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,"FCBGA1023, PPGA988"
2256,557,Intel Core i7-875K,2930 MHz,3600 MHz,4,8,95 W,,Lynnfield,LGA1156
1234,555,Intel Core i5-3210M,2500 MHz,3100 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
1226,554,Intel Core i7-3537U,2000 MHz,3100 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
3249,553,Intel Xeon X5670,2930 MHz,3330 MHz,6,12,95 W,,Westmere-EP,Socket 1366 LGA
1994,552,Intel Core i7-2720QM,2200 MHz,3300 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge,"FCBGA1224, FCPGA988"
2186,552,Intel Xeon W5580,3200 MHz,3460 MHz,4,8,130 W,,Nehalem-EP,Socket 1366 LGA
2107,551,Intel Core i7-880,3070 MHz,3730 MHz,4,8,95 W,,Lynnfield,LGA1156
1005,551,Intel Pentium G3240T,2700 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCLGA1150
1688,550,AMD Athlon X4 860K,3700 MHz,4000 MHz,4,4,95 W,,Kaveri,Socket FM2+ (906)
2157,549,Intel Core i7-960,3200 MHz,3460 MHz,4,8,130 W,,Bloomfield,FCLGA1366
2082,549,AMD FX-6350,3900 MHz,4200 MHz,6,6,125 W,,Vishera,Socket AM3+
1522,549,AMD FX-4350,4200 MHz,4300 MHz,4,4,125 W,,Vishera,Socket AM3+ (942)
1505,549,AMD FX - 4320,4000 MHz,4100 MHz,2,4,95 W,,Vishera,Socket AM3+ (942)
1530,548,AMD A10-6800K,4100 MHz,4400 MHz,4,4,100 W,Radeon HD 8670D,Richland,Socket FM2
998,548,Intel Pentium G2030,3000 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
2050,546,Intel Core i7-870,2930 MHz,3600 MHz,4,8,95 W,,Lynnfield,LGA1156
1733,545,Intel Core 2 Extreme X9770,3200 MHz,,4,4,136 W,,Yorkfield,Socket 775 LGA
1962,545,Intel Xeon E3-1260L,2400 MHz,3300 MHz,4,8,45 W,Intel HD Graphics 2000,Sandy Bridge,Socket 1155 LGA
1243,545,Intel Core i3-7020U,2300 MHz,,2,4,15 W,Intel HD Graphics 620,Kaby Lake,FCBGA1356
2132,544,Intel Xeon W3565,3200 MHz,3460 MHz,4,8,130 W,,Bloomfield,Socket 1366 LGA
1147,544,Intel Core i5-4210U,1700 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
4858,544,Intel Xeon E5-2660 v2,2200 MHz,3000 MHz,10,20,95 W,,Ivy Bridge EP,FCLGA2011
1175,544,Intel Xeon E3-1220L v2,2300 MHz,3500 MHz,2,4,17 W,,Ivy Bridge,FCLGA1155
2695,543,Intel Xeon X5570,2930 MHz,3330 MHz,4,8,95 W,,Gainestown,Socket 1366 LGA
1215,540,Intel Core i5-680,3600 MHz,3860 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
3120,540,Intel Xeon X5660,2800 MHz,3200 MHz,6,12,95 W,,Westmere-EP,Socket 1366 LGA
968,540,Intel Pentium G870,3100 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
1002,540,Intel Celeron G1820,2700 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,Socket 1150 LGA
1925,539,Intel Core i7-2670QM,2200 MHz,3100 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge,FCPGA988
4027,539,Intel Xeon E5-2660,2200 MHz,3000 MHz,8,16,95 W,,Sandy Bridge-EP,Socket 2011 LGA
1246,538,Intel Core i5-655K,3200 MHz,3460 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1611,538,AMD Athlon X4 870K,3900 MHz,4100 MHz,2,4,95 W,,Godavari,Socket FM2+ (906)
1196,536,Intel Core i3-2100,3100 MHz,,2,4,65 W,Intel HD Graphics 2000,Sandy Bridge,FCLGA1155
1565,535,AMD A12-9800,3800 MHz,4200 MHz,4,4,65 W,Radeon R7 Series,Bristol Ridge,Socket AM4 (1331)
1175,534,Intel Core i3-2105,3100 MHz,,2,4,65 W,Intel HD Graphics 3000,Sandy Bridge,FCLGA1155
965,531,Intel Pentium G2020,2900 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
1162,530,Intel Core i5-2520M,2500 MHz,3200 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,PPGA988
2088,530,Intel Core i7-950,3070 MHz,3330 MHz,4,8,130 W,,Bloomfield,FCLGA1366
955,530,Intel Pentium G860,3000 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
2285,530,Intel Xeon D-1518,2200 MHz,2200 MHz,4,8,35 W,,Broadwell,FCBGA1667
2050,529,Intel Xeon W3540,2930 MHz,3200 MHz,4,8,130 W,,Bloomfield,Socket 1366 LGA
1149,529,Intel Core i5-4250U,1300 MHz,2600 MHz,2,4,15 W,Intel HD Graphics 5000,Haswell,FCBGA1168
1121,529,Intel Core i5-4200U,1600 MHz,2600 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell,FCBGA1168
1565,529,AMD Athlon X4 950,3500 MHz,,4,4,65 W,,Bristol Ridge,AM4
977,528,Intel Pentium G850,2900 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
2409,528,AMD FX-8300,3300 MHz,4200 MHz,8,8,95 W,,Vishera,Socket AM3+ (942)
937,528,Intel Pentium G3220T,2600 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCLGA1150
1191,526,Intel Core i5-660,3330 MHz,3600 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1575,526,AMD Athlon X4 845,3500 MHz,3800 MHz,2,4,65 W,,Carrizo,Socket FM2+
2498,525,AMD FX-8320,3500 MHz,3700 MHz,8,8,125 W,,Vishera,Socket AM3+
1716,525,Intel Xeon E5-2609 v2,2500 MHz,2500 MHz,4,4,80 W,,Ivy Bridge,Socket 2011 LGA
1603,525,AMD A10-7850K,3700 MHz,4000 MHz,4,4,95 W,Radeon R7 Series,Kaveri,Socket FM2+
1874,524,Intel Core i7-2630QM,2000 MHz,2900 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge,FCPGA988
1150,524,Intel Core i7-3687U,2100 MHz,3300 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
1124,523,Intel Core i5-2450M,2500 MHz,3100 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,"FCBGA1023, PPGA988"
930,523,Intel Celeron G1840T,2500 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCLGA1150
1397,522,AMD A10-6790K,4000 MHz,4300 MHz,4,4,100 W,Radeon HD 8670D,Richland,Socket FM2
1180,520,Intel Core i3-3220T,2800 MHz,,2,4,35 W,Intel HD Graphics 2500,Ivy Bridge,FCLGA1155
944,519,Intel Pentium G840,2800 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
952,519,Intel Pentium G2010,2800 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
1894,518,AMD FX-6120,3500 MHz,4100 MHz,3,6,95 W,,Zambezi,Socket AM3+ (942)
1904,518,AMD FX-6300,3500 MHz,4100 MHz,6,6,95 W,,Vishera,Socket AM3+
2531,517,AMD Phenom II X6 1100T Black Edition,3700 MHz,3700 MHz,6,6,125 W,,Thuban,Socket AM3 (938)
2050,517,Intel Core i7-940,2930 MHz,3200 MHz,4,8,130 W,,Bloomfield,FCLGA1366
1418,517,AMD A8-6600K,3900 MHz,4200 MHz,4,4,100 W,Radeon HD 8570D,Richland,Socket FM2
1559,517,AMD A10-7870K,3920 MHz,4100 MHz,2,4,95 W,Radeon R7 Series,Kaveri,Socket FM2+ (906)
1540,516,AMD A10-7860K,3600 MHz,4000 MHz,4,4,65 W,Radeon R7 Series,Godavari,Socket FM2+ (906)
2360,516,AMD FX-8310,3402 MHz,4300 MHz,4,8,95 W,,Vishera,Socket AM3+ (942)
4035,515,Intel Xeon E5-2650,2000 MHz,2800 MHz,8,16,95 W,,Sandy Bridge-EP,Socket 2011 LGA
1135,515,Intel Core i3-5020U,2200 MHz,,2,4,15 W,Intel HD Graphics 5500,Broadwell-U,Socket 1168 BGA
1187,515,Intel Pentium 4415U,2300 MHz,,2,4,15 W,Intel HD Graphics 610,Kaby Lake,FCBGA1356
3212,515,Intel Xeon E5-2420 v2,2200 MHz,2700 MHz,6,12,80 W,,Ivy Bridge EN,FCLGA1356
1472,514,AMD FX-4170,4200 MHz,4300 MHz,2,4,125 W,,Zambezi,Socket AM3+ (942)
2054,514,Intel Xeon W3550,3070 MHz,3330 MHz,4,8,130 W,,Bloomfield,Socket 1366 LGA
941,513,Intel Pentium G645,2900 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
1447,513,AMD A10-6700,3700 MHz,4300 MHz,4,4,65 W,Radeon HD 8670D,Richland,Socket FM2
1427,512,AMD A10-5800K,3800 MHz,4200 MHz,2,4,100 W,Radeon HD 7660D,Trinity,Socket FM2 (904)
1418,512,AMD FX-4300,3800 MHz,4000 MHz,4,4,95 W,,Vishera,Socket AM3+
1147,510,Intel Core i5-650,3200 MHz,3460 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1127,510,Intel Core i5-2435M,2400 MHz,3000 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,FCBGA1023
3278,510,Intel Xeon E5-2630L v2,2400 MHz,2800 MHz,6,12,60 W,,Ivy Bridge EP,FCLGA2011
5254,510,Intel Xeon E5-2470 v2,2400 MHz,3200 MHz,10,20,95 W,,Ivy Bridge EN,FCLGA1356
1607,509,Intel Core i5-760,2800 MHz,3330 MHz,4,4,95 W,,Lynnfield,LGA1156
946,509,Intel Pentium 3560M,2400 MHz,,2,2,37 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell,FCPGA946
2374,506,AMD FX-8150,3600 MHz,3900 MHz,8,8,125 W,,Zambezi,Socket AM3+
3056,506,Intel Xeon X5650,2670 MHz,3060 MHz,6,12,95 W,,Westmere-EP,Socket 1366 LGA
4625,506,Intel Xeon E5-2658 v2,2400 MHz,3000 MHz,10,20,95 W,,Ivy Bridge EP,FCLGA2011
1914,505,AMD FX-6200,3800 MHz,4100 MHz,3,6,125 W,,Zambezi,Socket AM3+
2419,504,Intel Xeon X5550,2670 MHz,3060 MHz,4,8,95 W,,Gainestown,Socket 1366 LGA
1115,504,Intel Core i7-3517U,1900 MHz,3000 MHz,2,4,17 W,,Ivy Bridge,FCBGA1023
1395,504,AMD Athlon X4 760K,3800 MHz,4100 MHz,4,4,100 W,,Richland,Socket FM2
1079,503,Intel Core i5-2430M,2400 MHz,3000 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,PPGA988
1120,503,Intel Core i3-4000M,2400 MHz,,2,4,37 W,Intel HD Graphics 4600,Haswell,FCPGA946
1174,503,Intel Pentium Gold 4417U,2300 MHz,,2,4,15 W,Intel HD Graphics 610,Kaby Lake R,Socket 1356 FCBGA
1889,502,Intel Core i7-2635QM,2000 MHz,2900 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge,FCBGA1224
873,502,Intel Core M-5Y70,1100 MHz,2600 MHz,2,4,4 W,Intel HD Graphics 5300,Broadwell,
2311,502,AMD FX-8320E,3200 MHz,4000 MHz,8,8,95 W,,Vishera,Socket AM3+ (942)
1750,501,AMD Phenom II X4 980,3700 MHz,,4,4,125 W,,Deneb,Socket AM3 (938)
1452,501,AMD A10 PRO-7800B ,3500 MHz,3900 MHz,4,4,65 W,Radeon R7 Series,Kaveri,FM2+
2002,500,Intel Xeon W3530,2800 MHz,3060 MHz,4,8,130 W,,Bloomfield,Socket 1366 LGA
1957,500,Intel Xeon X3460,2800 MHz,3460 MHz,4,8,95 W,,Lynnfield,Socket 1156 LGA
1487,500,AMD FX - 770K,3500 MHz,3900 MHz,2,4,65 W,,Kaveri,Socket FM2+ (906)
3088,499,Intel Xeon E5-2630,2300 MHz,2800 MHz,6,12,95 W,,Sandy Bridge-EP,Socket 2011 LGA
1348,498,AMD A10 PRO-7850B,3700 MHz,4000 MHz,4,4,95 W,Radeon R7 Series,Kaveri,FM2+
1488,497,AMD A10-9700,3500 MHz,3800 MHz,4,4,65 W,Radeon R7 Series,Bristol Ridge,Socket AM4 (1331)
1357,496,AMD Athlon X4 750K,3400 MHz,4000 MHz,4,4,100 W,,Trinity,Socket FM2
1014,495,Intel Core i7-4610Y,1700 MHz,2900 MHz,2,4,11 W,Intel HD Graphics 4200,Haswell,FCBGA1168
1070,494,Intel Core i5-2410M,2300 MHz,2900 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge,"FCBGA1023, PPGA988"
1447,494,AMD A10-7800,3500 MHz,3900 MHz,4,4,65 W,Radeon R7 Series,Kaveri,Socket FM2+ (906)
914,494,Intel Celeron G1630,2800 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
1852,493,Intel Core i7-860,2800 MHz,3460 MHz,4,8,95 W,,Lynnfield,LGA1156
1339,493,AMD A8-6500,3500 MHz,4100 MHz,4,4,65 W,Radeon HD 8570D,Richland,Socket FM2
1936,492,Intel Core i7-930,2800 MHz,3060 MHz,4,8,130 W,,Bloomfield,FCLGA1366
1772,492,Intel Core i7-2675QM,2200 MHz,3100 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge,FCBGA1224
1148,492,Intel Core i3-3240T,2900 MHz,,2,4,35 W,Intel HD Graphics 2500,Ivy Bridge,FCLGA1155
1549,491,Intel Core i5-750,2670 MHz,3200 MHz,4,4,95 W,,Lynnfield,LGA1156
3019,490,Intel Xeon E5-2620 v2,2100 MHz,2600 MHz,6,12,80 W,,Ivy Bridge EP,FCLGA2011
1290,490,AMD A8-6500B ,3500 MHz,4100 MHz,4,4,65 W,Radeon HD 8570D,Richland,FM2
1124,489,Intel Core i3-560,3330 MHz,,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
1385,488,AMD A8 PRO-7600B,3100 MHz,3800 MHz,4,4,65 W,Radeon R7 Series,Kaveri,FM2+
1882,487,Intel Xeon X3450,2670 MHz,3200 MHz,4,8,95 W,,Lynnfield,Socket 1156 LGA
1713,487,Intel Xeon E5-2609,2400 MHz,,4,4,80 W,,Sandy Bridge-EP,Socket 2011 LGA
1448,487,AMD A8-7650K,3300 MHz,3800 MHz,4,4,95 W,Radeon R7 Series,Kaveri,Socket FM2+ (906)
1335,486,AMD A8-5600K,3600 MHz,3900 MHz,4,4,100 W,Radeon HD 7560G,Trinity,Socket FM2
883,486,Intel Pentium G2030T,2600 MHz,,2,2,35 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
907,485,Intel Celeron G1620,2700 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
1128,485,Intel Core i3-3130M,2600 MHz,,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge,"FCBGA1023, FCPGA988"
1930,484,Intel Xeon W3520,2670 MHz,2930 MHz,4,8,130 W,,Bloomfield,Socket 1366 LGA
1444,484,AMD Athlon X4 840,3100 MHz,3800 MHz,4,4,65 W,,Kaveri,Socket FM2+ (906)
748,484,AMD A4-7300,3800 MHz,4000 MHz,2,2,65 W,Radeon HD 8470D,Richland,Socket FM2 (904)
1080,483,Intel Core i5-3427U,1800 MHz,2800 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
1100,482,Intel Core i3-6006U,2000 MHz,,2,4,15 W,Intel HD Graphics 520,Skylake-U/Y,Socket 1168 BGA
950,481,Intel Core i7-2677M,1800 MHz,2900 MHz,2,4,17 W,Intel HD Graphics 3000,Sandy Bridge,FCBGA1023
889,481,Intel Celeron G1610,2600 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
1389,481,AMD FX-9830P,3000 MHz,3700 MHz,4,4,35 W,Radeon R7 Series,Bristol Ridge,Socket FP4 (968)
1055,480,Intel Core i5-3337U,1800 MHz,2700 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
2823,480,Intel Xeon E5-2430,2200 MHz,2700 MHz,6,12,95 W,,Sandy Bridge-EN,FCLGA1356
907,480,Intel Pentium 2030M,2500 MHz,,2,2,35 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCPGA988
2132,479,AMD FX-8120,3100 MHz,3400 MHz,8,8,125 W,,Zambezi,Socket AM3+
853,479,Intel Pentium G640,2800 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
872,479,Intel Celeron 3955U,2000 MHz,,2,2,15 W,Intel HD Graphics 510,Skylake,FCBGA1356
1895,478,Intel Core i7-920,2670 MHz,2930 MHz,4,8,130 W,,Bloomfield,FCLGA1366
1371,478,AMD A12-9800E,3100 MHz,3800 MHz,4,4,35 W,Radeon R7 Series,Bristol Ridge,AM4
879,477,Intel Core M-5Y51,1100 MHz,2600 MHz,2,4,4 W,Intel HD Graphics 5300,Broadwell,FCBGA1234
784,477,AMD PRO A6-9500,3500 MHz,3800 MHz,2,2,65 W,Radeon R5 Series,Bristol Ridge PRO,AM4
1064,476,Intel Core i3-5010U,2100 MHz,,2,4,15 W,Intel HD Graphics 5500,Broadwell,FCBGA1168
1067,475,Intel Core i5-3437U,1900 MHz,2900 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge,FCBGA1023
1377,475,AMD A8-7600,3100 MHz,3800 MHz,4,4,65 W,Radeon R7 Series,Kaveri,Socket FM2+ (906)
1062,475,Intel Core i3-5015U,2100 MHz,,2,4,15 W,Intel HD Graphics 5500,Broadwell-U,Socket 1168 BGA
1366,475,AMD PRO A10-8770E,2800 MHz,3500 MHz,4,4,35 W,Radeon R7 Series,Carrizo PRO,AM4
2951,474,Intel Xeon E5649,2530 MHz,2930 MHz,6,12,80 W,,Westmere-EP,"Socket 1366 LGA, Socket 775 LGA"
2938,474,Intel Xeon E5-2630L,2000 MHz,2500 MHz,6,12,60 W,,Sandy Bridge-EP,Socket 2011 LGA
1341,473,AMD FX-4130,3800 MHz,3900 MHz,4,4,125 W,,Zambezi,Socket AM3+
1061,472,Intel Core i3-550,3200 MHz,,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
762,471,AMD A6-6420K,3991 MHz,4200 MHz,2,2,65 W,Radeon HD 8470D,Richland,Socket FM2 (904)
1089,471,Intel Pentium 4405U,2100 MHz,,2,4,15 W,Intel HD Graphics 510,Skylake-U/Y,Socket 1168 BGA
1304,470,AMD FX-4100,3600 MHz,3700 MHz,4,4,95 W,,Zambezi,Socket AM3+
1406,469,AMD A8-9600,3100 MHz,3400 MHz,4,4,65 W,Radeon R7 Series,Bristol Ridge,AM4
1729,468,AMD FX-6100,3300 MHz,3600 MHz,6,6,95 W,,Zambezi,Socket AM3+
854,468,Intel Pentium G630,2700 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge,FCLGA1155
1039,467,Intel Core i5-661,3330 MHz,3600 MHz,2,4,87 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale,FCLGA1156
844,467,Intel Pentium G2020T,2500 MHz,,2,2,35 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge,FCLGA1155
1006,467,Intel Core i7-2617M,1500 MHz,2600 MHz,2,4,17 W,Intel HD Graphics 3000,Sandy Bridge,FCBGA1023
1275,466,AMD A10-5700,3400 MHz,4000 MHz,4,4,65 W,Radeon HD 7660D,Trinity,Socket FM2
719,466,Intel Core i5-4300Y,1600 MHz,2300 MHz,2,4,11 W,Intel HD Graphics 4200,Haswell,FCBGA1168
770,466,AMD A6-9500,3500 MHz,3800 MHz,2,2,65 W,Radeon R5 Series,Bristol Ridge,AM4
2033,466,Intel Xeon E5630,2530 MHz,2800 MHz,4,8,80 W,,Westmere-EP,Socket 1366 LGA
